Description;Description2;Data.Carbohydrate;Data.Cholesterol;Data.Kilocalories;Data.Protein;Data.Household Weights.1st Household Weight Description
CAMPBELL SOUP COMPANY,PREGO PASTA,FRSH MUSHROOM ITAL SAU,RTS;CAMPBELL SOUP COMPANY,PREGO PASTA,FRSH MUSHROOM ITAL SAU,RTS 1 serving, 1/2 cup;1385;0;85;154;1 serving, 1/2 cup
CAMPBELL SOUP, PREGO PASTA,GARLIC SUPREME ITAL SAU,RTS;CAMPBELL SOUP, PREGO PASTA,GARLIC SUPREME ITAL SAU,RTS 1 serving, 1/2 cup;1308;0;85;154;1 serving, 1/2 cup
CAMPBELL SOUP,PREGO PASTA,ITAL SAUSGE & GARLIC ITAL SAU,RTS;CAMPBELL SOUP,PREGO PASTA,ITAL SAUSGE & GARLIC ITAL SAU,RTS 1 serving, 1/2 cup;128;8;96;24;1 serving, 1/2 cup
CAMPBELL SOUP,PREGO PASTA,MINI MEATBALL ITAL SAU,RTS;CAMPBELL SOUP,PREGO PASTA,MINI MEATBALL ITAL SAU,RTS 1 serving, 1/2 cup;1538;8;115;308;1 serving, 1/2 cup
CAMPBELL SOUP,PREGO PASTA,MUSHRM & GRLIC ITAL SAU,RTS;CAMPBELL SOUP,PREGO PASTA,MUSHRM & GRLIC ITAL SAU,RTS 1 serving, 1/2 cup;1385;0;77;154;1 serving, 1/2 cup
SOUP,CLAM CHOWDER,NEW ENG,CND,PREP W/ EQ VLM LOFAT (2%) MILK;SOUP,CLAM CHOWDER,NEW ENG,CND,PREP W/ EQ VLM LOFAT (2%) MILK 1 serving, 1 cup;74;7;61;324;1 serving, 1 cup
CAMPBELL SOUP,PREGO PASTA,MUSHRM & PARMESAN ITALIAN SAU,RTS;CAMPBELL SOUP,PREGO PASTA,MUSHRM & PARMESAN ITALIAN SAU,RTS 1 serving, 1/2 cup;176;4;104;24;1 serving, 1/2 cup
CAMPBELL SOUP,PREGO PASTA,ORGANIC MUSHROOM ITALIAN SAU,RTS;CAMPBELL SOUP,PREGO PASTA,ORGANIC MUSHROOM ITALIAN SAU,RTS 1 serving, 1/2 cup;104;0;72;16;1 serving, 1/2 cup
CAMPBELL SOUP,PREGO PASTA,ORGNIC TOMATO & BASIL ITAL SAU,RTS;CAMPBELL SOUP,PREGO PASTA,ORGNIC TOMATO & BASIL ITAL SAU,RTS 1 serving, 1/2 cup;120;0;72;16;1 serving, 1/2 cup
CAMPBELL SOUP,PREGO PASTA,RICOTTA PARMESAN ITALIAN SAU,RTS;CAMPBELL SOUP,PREGO PASTA,RICOTTA PARMESAN ITALIAN SAU,RTS 1 serving, 1/2 cup;144;4;88;24;1 serving, 1/2 cup
CAMPBELL SOUP,PREGO PASTA,RSTD GARLIC & HERB ITAL SAU,RTS;CAMPBELL SOUP,PREGO PASTA,RSTD GARLIC & HERB ITAL SAU,RTS 1 serving, 1/2 cup;1308;0;85;154;1 serving, 1/2 cup
CAMPBELL SOUP,PREGO PASTA,RSTD GARLIC PARMESAN ITAL SAU,RTS;CAMPBELL SOUP,PREGO PASTA,RSTD GARLIC PARMESAN ITAL SAU,RTS 1 serving, 1/2 cup;1538;4;77;231;1 serving, 1/2 cup
CAMPBELL SOUP,PREGO PASTA,RSTD RED PEPPR & GRLC ITAL SAU,RTS;CAMPBELL SOUP,PREGO PASTA,RSTD RED PEPPR & GRLC ITAL SAU,RTS 1 serving, 1/2 cup;152;0;96;16;1 serving, 1/2 cup
CAMPBELL SOUP,PREGO PASTA,TOMATO,BASIL & GARLIC ITAL SAU,RTS;CAMPBELL SOUP,PREGO PASTA,TOMATO,BASIL & GARLIC ITAL SAU,RTS 1 serving, 1/2 cup;128;0;72;16;1 serving, 1/2 cup
CAMPBEL COMPANY,PREGO PASTA,ZESTY MUSHROOM ITALIAN SAU,RTS;CAMPBEL COMPANY,PREGO PASTA,ZESTY MUSHROOM ITALIAN SAU,RTS 1 serving, 1/2 cup;1385;0;85;154;1 serving, 1/2 cup
CAMPBELL SOUP COMPANY,CHNKY MICRO BOWLS,BF W/ CONTRY VEG,RTS;CAMPBELL SOUP COMPANY,CHNKY MICRO BOWLS,BF W/ CONTRY VEG,RTS 1 serving, 1 cup;857;8;61;408;1 serving, 1 cup
CAMPBELL'S CHUNKY MICROWAVABLE BWLS,CHCK DMPLINGS SOUP;CAMPBELL'S CHUNKY MICROWAVABLE BWLS,CHCK DMPLINGS SOUP 1 serving, 1 cup;735;10;78;327;1 serving, 1 cup
SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK;SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK 1 serving, 1 cup;566;4;67;249;1 serving, 1 cup
CAMPBELL SOUP COMPANY,CHNKY MICRO BOWLS,CLSSC CHIC NOODL,RTS;CAMPBELL SOUP COMPANY,CHNKY MICRO BOWLS,CLSSC CHIC NOODL,RTS 1 serving, 1 cup;571;10;45;327;1 serving, 1 cup
CAMPBELL SOUP COMP,CHNKY MICRO BOWL,GRLLD CHIC&SAUS GMBO,RTS;CAMPBELL SOUP COMP,CHNKY MICRO BOWL,GRLLD CHIC&SAUS GMBO,RTS 1 serving, 1 cup;735;6;49;286;1 serving, 1 cup
SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK;SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);74;13;75;274;1 cup,  (8 fl oz)
CAMPBELL SOUP COMP,CHNKY MICRO BOWL,GRLD CHIC W/VEG&PSTA,RTS;CAMPBELL SOUP COMP,CHNKY MICRO BOWL,GRLD CHIC W/VEG&PSTA,RTS 1 serving, 1 cup;571;6;45;286;1 serving, 1 cup
SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME MILK;SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);399;13;55;251;1 cup,  (8 fl oz)
SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK;SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);1269;7;94;497;1 cup,  (8 fl oz)
CAMPBELL SOUP COMPANY,CHNKY MICRO BOWL,NEW ENGL CLM CHOW,RTS;CAMPBELL SOUP COMPANY,CHNKY MICRO BOWL,NEW ENGL CLM CHOW,RTS 1 serving, 1 cup;735;6;82;245;1 serving, 1 cup
CAMPBELL SOUP COMPANY,CHUNKY MICRO BOWLS,OLD FASH VEG BF,RTS;CAMPBELL SOUP COMPANY,CHUNKY MICRO BOWLS,OLD FASH VEG BF,RTS 1 serving, 1 cup;531;6;45;367;1 serving, 1 cup
CAMPBELL SOUP,CHUNKY MICRO BOWLS,SIRL BRGER W/CNTRY VEG,RTS;CAMPBELL SOUP,CHUNKY MICRO BOWLS,SIRL BRGER W/CNTRY VEG,RTS 1 serving, 1 cup;735;6;65;408;1 serving, 1 cup
SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK;SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);692;9;60;233;1 cup,  (8 fl oz)
SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK;SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK 1 cup,  (8 fl oz);557;10;60;278;1 cup,  (8 fl oz)
SAUCE,WHITE,THIN,PREPARED-FROM-RECIPE,W/ BUTTER;SAUCE,WHITE,THIN,PREPARED-FROM-RECIPE,W/ BUTTER ;829;8;72;395;
SAUCE,SWT & SOUR,PREPARED-FROM-RECIPE;SAUCE,SWT & SOUR,PREPARED-FROM-RECIPE ;1672;1;79;184;
CAMPBELL SOUP,CAMPBELL'S RED & WHITE,CHICK W/ RICE SOUP,COND;CAMPBELL SOUP,CAMPBELL'S RED & WHITE,CHICK W/ RICE SOUP,COND 1 serving, 1/2 cup;1032;4;56;159;1 serving, 1/2 cup
CAMPBELL SOUP,CAMPBELL'S RED&WHITE,CHICK WON TON SOUP,COND;CAMPBELL SOUP,CAMPBELL'S RED&WHITE,CHICK WON TON SOUP,COND 1 serving, 1/2 cup;635;8;48;317;1 serving, 1/2 cup
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ASPARAGUS SOUP,COND;CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ASPARAGUS SOUP,COND 1 serving, 1/2 cup;726;4;89;161;1 serving, 1/2 cup
SOUP,HEALTHY CHOIC CHICK NOODLE SOUP,CND;SOUP,HEALTHY CHOIC CHICK NOODLE SOUP,CND 1 serving, 1 cup;52;5;41;369;1 serving, 1 cup
SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND;SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND 1 serving, 1 cup;571;7;37;253;1 serving, 1 cup
SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND;SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND 1 serving, 1 cup;1004;1;51;213;1 serving, 1 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE BF GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE BF GRAVY .25 cup;508;0;25;169;.25 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S COUNTRY STYLE CRM GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S COUNTRY STYLE CRM GRAVY .25 cup;508;8;76;169;.25 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S COUNTRY STYLE SAUSAGE GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S COUNTRY STYLE SAUSAGE GRAVY .25 cup;508;17;119;339;.25 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE CHICK GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE CHICK GRAVY .25 cup;508;8;25;169;.25 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S GOLDEN PORK GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S GOLDEN PORK GRAVY .25 cup;508;8;76;169;.25 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S MUSHROOM GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S MUSHROOM GRAVY .25 cup;508;8;34;0;.25 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE TURKEY GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE TURKEY GRAVY .25 cup;667;8;33;167;.25 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE BF GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE BF GRAVY .25 cup;508;0;42;169;.25 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE CHICK GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE CHICK GRAVY .25 cup;50;8;67;0;.25 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S TURKEY GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S TURKEY GRAVY .25 cup;508;0;42;169;.25 cup
CAMPBELL SOUP COMPANY,FRANCO-AMERICN FAT FR SLW RST BF GRAVY;CAMPBELL SOUP COMPANY,FRANCO-AMERICN FAT FR SLW RST BF GRAVY .25 cup;508;8;34;169;.25 cup
CAMPBELL COMPANY,FRANCO-AMERICAN FT FE SLW RST CHICK GRVY;CAMPBELL COMPANY,FRANCO-AMERICAN FT FE SLW RST CHICK GRVY .25 cup;678;8;34;169;.25 cup
CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST BF GRAVY;CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST BF GRAVY .25 cup;508;8;42;169;.25 cup
CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST CHICK GRAVY;CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST CHICK GRAVY .25 cup;508;8;34;169;.25 cup
CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST TURKEY GRAVY;CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST TURKEY GRAVY .25 cup;678;8;42;169;.25 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE TURKEY GRAVY;CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE TURKEY GRAVY .25 cup;50;0;42;167;.25 cup
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF BROCCOLI SOUP,COND;CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF BROCCOLI SOUP,COND 1 serving, 1/2 cup;968;4;73;161;1 serving, 1/2 cup
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF CELERY SOUP,COND;CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF CELERY SOUP,COND 1 serving, 1/2 cup;726;4;73;81;1 serving, 1/2 cup
CAMPBELL, CAMPBELL'S RED & WHITE,CRM OF CHICK SOUP,COND;CAMPBELL, CAMPBELL'S RED & WHITE,CRM OF CHICK SOUP,COND 1 serving, 1/2 cup;806;8;97;242;1 serving, 1/2 cup
CAMPBELL,CAMPBELL'S RED&WHITE,CRM OF CHIC W/ HERBS SOUP,COND;CAMPBELL,CAMPBELL'S RED&WHITE,CRM OF CHIC W/ HERBS SOUP,COND 1 serving, 1/2 cup;726;4;65;161;1 serving, 1/2 cup
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF MUSHROOM SOUP,COND;CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF MUSHROOM SOUP,COND 1 serving, 1/2 cup;726;4;81;81;1 serving, 1/2 cup
CAMPBELL,CAMPBELLS RED&WHITE,CRM OF MSHRM W/ RSTD GARLC,COND;CAMPBELL,CAMPBELLS RED&WHITE,CRM OF MSHRM W/ RSTD GARLC,COND 1 serving, 1/2 cup;887;0;56;161;1 serving, 1/2 cup
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ONION SOUP,COND;CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ONION SOUP,COND 1 serving, 1/2 cup;806;4;81;81;1 serving, 1/2 cup
CAMPBELL, CAMPBELL'S RED & WHITE,CRM OF POTATO SOUP,COND;CAMPBELL, CAMPBELL'S RED & WHITE,CRM OF POTATO SOUP,COND 1 serving, 1/2 cup;121;4;73;161;1 serving, 1/2 cup
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF SHRIMP SOUP,COND;CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF SHRIMP SOUP,COND 1 serving, 1/ 2 cup;645;8;73;161;1 serving, 1/ 2 cup
CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK NOODLE SOUP,COND;CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK NOODLE SOUP,COND 1 serving, 1/2 cup;887;12;97;323;1 serving, 1/2 cup
CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK VERDE SOUP,COND;CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK VERDE SOUP,COND 1 serving, 1/2 cup;806;8;89;161;1 serving, 1/2 cup
COMPANY,CAMPBELL'S RED & WHITE,CURLY NOODLE SOUP,COND;COMPANY,CAMPBELL'S RED & WHITE,CURLY NOODLE SOUP,COND 1 serving, 1/2 cup;873;12;63;317;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,DANNY PHANTOM SHAPED PASTA;CAMPBELL'S RED & WHITE,DANNY PHANTOM SHAPED PASTA 1 serving, 1/2 cup;794;4;56;317;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,DORA THE EXPLORER SOUP,COND;CAMPBELL'S RED & WHITE,DORA THE EXPLORER SOUP,COND 1 serving, 1/2 cup;794;4;56;238;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND;CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND 1 serving, 1/ 2 cup;1349;8;79;317;1 serving, 1/ 2 cup
CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND;CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND 1 serving, 1/2 cup;1825;4;87;79;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND;CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND 1 serving, 1/2 cup;806;8;97;242;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND;CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND 1 serving, 1/2 cup;476;4;36;159;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND;CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND 1 serving, 1/2 cup;806;4;65;161;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK;CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK 1 serving, 1/2 cup;873;8;56;238;1 serving, 1/2 cup
SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK;SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);1173;9;79;251;1 cup,  (8 fl oz)
SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK;SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK 1 serving, 1 cup;889;4;55;249;1 serving, 1 cup
CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ MEATBALL;CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ MEATBALL 1 serving, 1/2 cup;873;8;63;317;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND;CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND 1 serving, 1/2 cup;2188;0;141;703;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,HEARTY VEG W/ PASTA SOUP,COND;CAMPBELL'S RED & WHITE,HEARTY VEG W/ PASTA SOUP,COND 1 serving, 1/2 cup;1508;0;71;238;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,HOMESTYLE CHICK NOODLE SOUP,COND;CAMPBELL'S RED & WHITE,HOMESTYLE CHICK NOODLE SOUP,COND 1 serving, 1/2 cup;635;8;56;317;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND;CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND 1 serving, 1/2 cup;952;4;56;159;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND;CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND 1 serving, 1/2 cup;1111;12;71;317;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND;CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND 1 serving, 1/2 cup;1349;4;71;317;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND;CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND 1 serving, 1/2 cup;1032;4;71;317;1 serving, 1/2 cup
COMPANY,CAMPBELL'S RED & WHITE,OYSTER STEW,COND;COMPANY,CAMPBELL'S RED & WHITE,OYSTER STEW,COND 1 serving, 1/2 cup;397;16;63;159;1 serving, 1/2 cup
SOUP COMPANY,CAMPBELL'S RED & WHITE,PEPPER POT SOUP,COND;SOUP COMPANY,CAMPBELL'S RED & WHITE,PEPPER POT SOUP,COND 1 serving, 1/2 cup;714;20;71;397;1 serving, 1/2 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHT,SCOTCH BRTH,COND;CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHT,SCOTCH BRTH,COND 1 serving, 1/2 cup;726;4;56;242;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,STHWEST STYLE PEPPER JCK SP,COND;CAMPBELL'S RED & WHITE,STHWEST STYLE PEPPER JCK SP,COND 1 serving, 1/2 cup;1048;4;89;161;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND;CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND 1 serving, 1/2 cup;1429;0;71;238;1 serving, 1/2 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG SOUP,COND;CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG SOUP,COND 1 serving, 1/2 cup;1587;4;79;317;1 serving, 1/2 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG BF SOP,COND;CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG BF SOP,COND 1 serving, 1/2 cup;119;4;63;397;1 serving, 1/2 cup
CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,TOMATO SOP,COND;CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,TOMATO SOP,COND 1 serving, 1/2 cup;1613;0;73;161;1 serving, 1/2 cup
CAMPBELL SOUP,CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND;CAMPBELL SOUP,CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND 1 serving, 1/2 cup;1825;4;103;159;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND;CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND 1 serving, 1/2 cup;2109;4;141;781;1 serving, 1/2 cup
CAMPBELL'S RED & WHITE,SOUTHWESTERN-STYLE CHICK VEG SOP,COND;CAMPBELL'S RED & WHITE,SOUTHWESTERN-STYLE CHICK VEG SOP,COND 1 serving, 1/2 cup;1667;4;87;397;1 serving, 1/2 cup
CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP;CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP 1 cup;939;2;65;163;1 cup
CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP;CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP 1 cup;857;6;86;367;1 cup
CAMPBELL'S CHUNKY SOUPS,BARBEQUE SEASONED BURGER SOUP;CAMPBELL'S CHUNKY SOUPS,BARBEQUE SEASONED BURGER SOUP 1 cup;1143;6;84;408;1 cup
CAMPBELL'S CHUNKY SOUPS,BBQ SEASONED PORK SOUP;CAMPBELL'S CHUNKY SOUPS,BBQ SEASONED PORK SOUP 1 cup;898;6;68;49;1 cup
CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP;CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP 1 cup;694;4;44;327;1 cup
CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP;CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP 1 cup;857;6;60;408;1 cup
CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP;CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP 1 cup;98;4;65;327;1 cup
CAMPBELL'S CHUNKY SOUPS,CHICK & DUMPLINGS SOUP;CAMPBELL'S CHUNKY SOUPS,CHICK & DUMPLINGS SOUP 1 cup;776;12;74;367;1 cup
CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP;CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP 1 cup;571;6;82;286;1 cup
CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER;CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER 1 cup;816;10;79;327;1 cup
CAMPBELL'S CHUNKY SOUPS,CHICK MUSHROOM CHOWDER;CAMPBELL'S CHUNKY SOUPS,CHICK MUSHROOM CHOWDER 1 cup;776;10;78;327;1 cup
CAMPBELL'S CHUNKY SOUPS,CLASSIC CHICK NOODLE SOUP;CAMPBELL'S CHUNKY SOUPS,CLASSIC CHICK NOODLE SOUP 1 cup;612;8;47;327;1 cup
CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP;CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP 1 cup;939;6;58;367;1 cup
CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI;CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI 1 cup;102;12;95;612;1 cup
CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP;CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP 1 cup;857;6;57;327;1 cup
CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP;CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP 1 cup;612;6;41;327;1 cup
SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME H2O;SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);438;2;35;94;1 cup,  (8 fl oz)
SOUP,BLACK BEAN,CND,PREP W/ EQ VOLUME H2O;SOUP,BLACK BEAN,CND,PREP W/ EQ VOLUME H2O 1 cup;771;0;46;242;1 cup
CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP;CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP 1 cup;776;4;51;327;1 cup
SOUP,BEAN W/ PORK,CND,PREP W/ EQ VOLUME H2O;SOUP,BEAN W/ PORK,CND,PREP W/ EQ VOLUME H2O 1 serving, 1 cup;831;1;63;288;1 serving, 1 cup
CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST CHICK NOODLE SOUP;CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST CHICK NOODLE SOUP 1 cup;612;8;49;286;1 cup
SOUP,BEAN W/ FRANKFURTERS,CND,PREP W/ EQ VOLUME H2O;SOUP,BEAN W/ FRANKFURTERS,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);88;5;75;399;1 cup,  (8 fl oz)
CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP;CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP 1 cup;98;0;48;163;1 cup
SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O;SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);358;2;34;193;1 cup,  (8 fl oz)
SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME H2O;SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME H2O 1 cup;362;6;37;68;1 cup
SOUP,CHS,CND,PREP W/ EQ VOLUME H2O;SOUP,CHS,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);426;12;63;219;1 cup,  (8 fl oz)
SOUP,CHICK W/ DUMPLINGS,CND,PREP W/ EQ VOLUME H2O;SOUP,CHICK W/ DUMPLINGS,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);251;14;40;233;1 cup,  (8 fl oz)
SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O;SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);38;0;16;202;1 cup,  (8 fl oz)
