Descrição,Quilocalorias,Carbohidratos,Proteínas,Data.Fat.Total Lipid,Peso (g)
BABYFOOD.DSSRT.TROPICAL FRUIT.JR,60,16.4,0.2,0,28.35
BABYFOOD.FRUIT & VEG.APPL & SWT POTATO,64,15.3,0.3,0.22,113
BABYFOOD.FRUIT DSSRT.MANGO W/ TAPIOCA,70,19,0.3,0.2,15
BABYFOOD.FRUIT SUPREME DSSRT,73,17.18,0.5,0.2,15
BABYFOOD.FRUIT.APPL & RASPBERRY.JR,58,15.4,0.2,0.2,28.35
BABYFOOD.FRUIT.APPL & RASPBERRY.STR,58,15.6,0.2,0.2,28.35
BABYFOOD.FRUIT.APPL&BLUEBERRY.JR,62,16.6,0.2,0.2,28.35
BABYFOOD.FRUIT.APPL&BLUEBERRY.STR,61,16.3,0.2,0.2,28.35
BABYFOOD.FRUIT.APPLSAUC W/BANANA.JR,66,16.16,0.37,0.1,16
BABYFOOD.FRUIT.APPLSAUC&APRICOTS.JR,47,12.4,0.2,0.2,16
BABYFOOD.FRUIT.APPLSAUC&APRICOTS.STR,44,11.64,0.2,0.2,16
BABYFOOD.FRUIT.APPLSAUC&CHERRIES.JR,51,14.1,0,0,28.35
BABYFOOD.FRUIT.APPLSAUC&CHERRIES.STR,51,14.1,0,0,28.35
BABYFOOD.FRUIT.APPLSAUC&PNAPPL.JR,39,10.5,0.1,0.1,28.35
BABYFOOD.FRUIT.APPLSAUC&PNAPPL.STR,37,10.1,0.1,0.1,28.35
BABYFOOD.FRUIT.APPLSAUC.JR,37,10.3,0,0,16
BABYFOOD.FRUIT.APPLSAUC.STR,41,10.8,0.2,0.2,16
BABYFOOD.FRUIT.APRICOT W/TAPIOCA.JR,63,17.3,0.3,0,15
BABYFOOD.FRUIT.APRICOT W/TAPIOCA.STR,60,16.3,0.3,0,15
BABYFOOD.FRUIT.BANANAS W/APPLS&PEARS.STR,84,19.7,0.9,0.22,15
BABYFOOD.FRUIT.BANANAS W/TAPIOCA.JR,67,17.8,0.4,0.2,15
BABYFOOD.FRUIT.BANANAS W/TAPIOCA.STR,56,15.3,0.4,0.1,15
BABYFOOD.FRUIT.BANANAS&PNAPPL W/TAPIOCA.JR,68,18.4,0.2,0.1,15
BABYFOOD.FRUIT.BANANAS&PNAPPL W/TAPIOCA.STR,65,17.8,0.2,0,15
BABYFOOD.FRUIT.GUAVA&PAPAYA W/TAPIOCA.STR,63,17,0.2,0.1,28.35
BABYFOOD.FRUIT.PAPAYA&APPLSAUC W/TAPIOCA.STR,70,18.9,0.2,0.1,28.35
BABYFOOD.FRUIT.PEACHES.JR,65,14.48,0.94,0.33,16.72
BABYFOOD.FRUIT.PEACHES.STR,65,14.48,0.94,0.33,16.72
BABYFOOD.FRUIT.PEARS&PNAPPL.JR,44,11.4,0.3,0.2,16
BABYFOOD.FRUIT.PEARS&PNAPPL.STR,41,10.9,0.3,0.1,16
BABYFOOD.FRUIT.PEARS.JR,43,11.6,0.3,0.1,16
BABYFOOD.FRUIT.PEARS.STR,42,10.8,0.3,0.2,16
BABYFOOD.FRUIT.PLUMS W/TAPIOCA.WO/VIT C.JR,74,20.5,0.1,0,15
BABYFOOD.FRUIT.PLUMS W/TAPIOCA.WO/VIT C.STR,71,19.7,0.1,0,15
BABYFOOD.FRUIT.PRUNES W/TAPIOCA.WO/VIT C.JR,70,18.7,0.6,0.1,28.35
BABYFOOD.FRUIT.PRUNES W/TAPIOCA.WO/VIT C.STR,69,18.5,0.6,0.1,15
BABYFOOD.FRUIT.TUTTI FRUTTI.JR,69,16,0.4,0.4,15
BABYFOOD.FRUIT.TUTTI FRUTTI.STR,66,15.48,0.4,0.3,15
BABYFOOD.GRN BNS.DICES.TODD,29,5.7,1.2,0.2,28.35
BABYFOOD.JUC.APPL - CHERRY,47,11.2,0.2,0.1,31.2
BABYFOOD.JUC.APPL&CHERRY,41,9.9,0.1,0.2,31.2
BABYFOOD.JUC.APPL&GRAPE,46,11.34,0.1,0.2,31.2
BABYFOOD.JUC.APPL&PEACH,43,10.5,0.2,0.1,31.2
BABYFOOD.JUC.APPL&PLUM,49,12.3,0.1,0,31.2
BABYFOOD.JUC.APPL&PRUNE,72,18,0.2,0.1,31.2
BABYFOOD.JUC.APPL.W/CA,46,11.1,0.06,0.1,189
BABYFOOD.JUC.APPLE-SWEET POTATO,48,11.4,0.3,0.1,30.8
BABYFOOD.JUC.FRUIT PUNCH.W/CA,52,12.7,0.2,0.1,31.2
BABYFOOD.JUC.MXD FRUIT,47,11.6,0.1,0.1,31.2
BABYFOOD.JUC.ORANGE&APPL,43,10.1,0.4,0.2,31.2
BABYFOOD.JUC.ORANGE&APPL&BANANA,47,11.5,0.4,0.1,31.2
BABYFOOD.JUC.ORANGE&APRICOT,46,10.9,0.8,0.1,31.2
BABYFOOD.JUC.ORANGE&BANANA,50,11.9,0.7,0.1,31.2
BABYFOOD.JUC.ORANGE&PNAPPL,48,11.7,0.5,0.1,31.2
BABYFOOD.JUC.ORANGE-CARROT,43,9.9,0.5,0.1,30.8
BABYFOOD.JUC.PRUNE&ORANGE,70,16.8,0.6,0.3,31.2
BABYFOOD.JUICE.APPLE,47,11.7,0,0.1,31.7
BABYFOOD.JUICE.ORANGE,45,10.2,0.6,0.3,31.2
BABYFOOD.JUICE.PEAR,47,11.86,0,0,31.2
BABYFOOD.MACARONI&CHS.TODD,83,11.2,3.5,2.6,28.35
BABYFOOD.MEAT.BF W/VEG.TODD,68,8.72,3.5,2.1,179
BABYFOOD.MEAT.BF.STR,81,2.43,12.03,2.52,14.66
BABYFOOD.MEAT.BF.STR,81,2.43,12.03,2.52,28.35
BABYFOOD.MEAT.CHICK STKS.JR,188,1.5,14.6,14.4,10
BABYFOOD.MEAT.CHICK.JR,146,0,14,9.6,15
BABYFOOD.MEAT.CHICK.STR,130,0.1,13.7,7.9,15
BABYFOOD.MEAT.HAM.JUNIOR,97,3.7,11.3,3.8,28.35
BABYFOOD.MEAT.HAM.STR,97,3.7,11.3,3.8,15
BABYFOOD.MEAT.LAMB.JUNIOR,112,0,15.2,5.2,28.35
BABYFOOD.MEAT.LAMB.STR,87,0.85,14.07,3.41,21.51
BABYFOOD.MEAT.MEAT STKS.JR,184,1.1,13.4,14.6,10
BABYFOOD.MEAT.PORK.STR,124,0,14,7.1,28.35
BABYFOOD.MEAT.TURKEY STKS.JR,182,1.4,13.7,14.2,10
BABYFOOD.MEAT.TURKEY.JR,111,1.4,11.5,6.2,18.86
BABYFOOD.MEAT.TURKEY.STR,111,1.4,11.5,6.2,15
BABYFOOD.MEAT.VEAL.STR,81,1.51,13.12,2.45,16.16
BABYFOOD.MXD FRUIT JUC W/LOFAT YOGURT,76,14.68,2.4,0.8,31.5
BABYFOOD.MXD FRUIT YOGURT.STR,75,16.23,0.8,0.8,15
BABYFOOD.OATMEAL CRL W/FRUIT.DRY.INST.TODD,402,74.15,10.5,07.05,5.3
BABYFOOD.PEACHES.DICES.TODD,51,11.8,0.5,0.2,28.35
BABYFOOD.PEARS.DICES.TODD,57,13.6,0.3,0.1,28.35
BABYFOOD.PEAS&BROWN RICE,64,11.49,3.4,0.5,230
BABYFOOD.PEAS.DICES.TODD,64,10.3,3.9,0.8,28.35
BABYFOOD.PLUMS.BANANAS&RICE.STR,57,12.7,1.1,0.3,28.35
BABYFOOD.POTATOES.TODDLER,52,11.73,1,0.1,163
BABYFOOD.PRETZELS,397,82.2,10.8,2,28.35
BABYFOOD.PRUNES.WO/VIT C.STR,101,23.52,1,0.2,15
BABYFOOD.RAVIOLI.CHS FILLED.W/TOMATO SAU,99,16.3,3.6,2.2,16
BABYFOOD.RICE&APPLS.DRY,396,86.89,6.7,2.4,2.5
BABYFOOD.TEETHING BISCUITS,398,78.03,9,5,28.35
BABYFOOD.VEG&BROWN RICE.STR,69,12.1,1.9,1.5,230
BABYFOOD.VEG.BEETS.STR,34,7.7,1.3,0.1,224
BABYFOOD.VEG.BUTTERNUT SQUASH&CORN,50,9.3,2,0.6,113
BABYFOOD.VEG.CARROTS.JR,32,7.2,0.8,0.2,224
BABYFOOD.VEG.CARROTS.STR,27,6,0.8,0.1,224
BABYFOOD.VEG.CORN.CRMD.JR,65,16.25,1.4,0.4,240
BABYFOOD.VEG.CORN.CRMD.STR,57,14.1,1.4,0.4,240
BABYFOOD.VEG.GARDEN VEG.STR,32,6.8,2.3,0.2,28.35
BABYFOOD.VEG.GRN BNS&POTATOES,62,9,2.2,1.9,113
BABYFOOD.VEG.GRN BNS.JR,24,5.7,1.2,0.1,240
BABYFOOD.VEG.GRN BNS.STR,27,6.29,1.2,0.17,240
BABYFOOD.VEG.MIX VEG JR,36,8.2,1.4,0.4,240
BABYFOOD.VEG.MIX VEG STR,36,08.05,1.2,0.5,28.35
BABYFOOD.VEG.PEAS.STR,50,8.36,3.27,0.43,15.6
BABYFOOD.VEG.SPINACH.CRMD.STR,37,5.7,2.5,1.3,240
BABYFOOD.VEG.SQUASH.JR,24,5.73,0.81,0.2,16.46
BABYFOOD.VEG.SWT POTATOES.JR,60,13.9,1.1,0.1,224
BABYFOOD.VEG.SWT POTATOES.STR,57,13.2,1.1,0.1,224
BACON & BF STKS,517,0.8,29.1,44.2,28
BACON BITS.MEATLESS,476,28.6,32,25.9,7
BACON.MEATLESS,310,6.32,10.68,29.52,144
BAGEL.PLN.TSTD. ENR W/CA PROP(INCLUDE ONION.POPPY.SESAME),257,50.5,10.02,1.62,28.35
BAGELS.CINNAMON-RAISIN,273,55.2,9.8,1.7,28.35
BAGELS.CINNAMON-RAISIN.TSTD,294,59.3,10.6,1.8,28.35
BAGELS.EGG,278,53,10.6,2.1,26
BAGELS.OAT BRAN,255,53.3,10.7,1.2,28.35
BAGELS.PLN.ENR.WO/CA PROP (INCL ONION.POPPY.SESAME),275,53.4,10.5,1.6,26
BAGELS.PLN.TSTD.ENR W/CA PROP (INCLUDES ONION.POPPY.SESAME),288,57.11,11.14,1.72,28.35
BAGELS.PLN.UNENR.W/CA PROP (INCL ONION.POPPY.SESAME),275,53.4,10.5,1.6,26
BAGELS.PLN.UNENR.WO/CA PROP (INCL ONION.POPPY.SESAME),275,53.4,10.5,1.6,26
BAKED BNS.CND.NO SALT,105,20.49,4.8,0.4,253
BAKING CHOC.MASTERFOODS USA.M&M'S MILK CHOC MINI BAKING BITS,502,68.4,4.78,23.36,14
BAKING CHOC.MASTERFOODS.M&M'S SEMISWEET CHOC MINI BAKNG BITS,517,65.96,4.44,26.15,14
BAKING CHOC.MEXICAN.SQUARES,426,77.41,3.64,15.59,20
BAKING CHOC.UNSWTND.LIQ,472,33.9,12.1,47.7,28.35
BAKING CHOC.UNSWTND.SQUARES,501,29.84,12.9,52.31,28.73
BALSAM-PEAR (BITTER GOURD).LEAFY TIPS.CKD.BLD.DRND.W/SALT,32,6.16,3.6,0.2,58
BALSAM-PEAR (BITTER GOURD).LEAFY TIPS.CKD.BLD.DRND.WO/SALT,34,6.68,3.6,0.2,58
BALSAM-PEAR (BITTER GOURD).LEAFY TIPS.RAW,30,3.29,5.3,0.69,4
BALSAM-PEAR (BITTER GOURD).PODS.CKD.BLD.DRND.W/SALT,19,4.32,0.84,0.18,124
BALSAM-PEAR (BITTER GOURD).PODS.CKD.BLD.DRND.WO/SALT,19,4.32,0.84,0.18,124
BALSAM-PEAR (BITTER GOURD).PODS.RAW,17,3.7,1,0.17,93
BAMBOO SHOOTS.CKD.BLD.DRND.W/SALT,11,1.52,1.53,0.22,120
BAMBOO SHOOTS.CKD.BLD.DRND.WO/SALT,12,1.92,1.53,0.22,120
BAMBOO SHOOTS.CND.DRND SOL,19,3.22,1.72,0.4,131
BAMBOO SHOOTS.RAW,27,5.2,2.6,0.3,151
BANANA CHIPS,519,58.4,2.3,33.6,28.35
BANANAS.DEHYD.OR BANANA PDR,346,88.28,3.89,1.81,100
BANANAS.RAW,89,22.84,01.09,0.33,225
BANQUET CHICK POT PIE.FRZ ENTREE',192,18.02,5.59,10.84,198
BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU.FRZ,126,9.88,5.64,07.09,269
BANQUET HEARTY ONE STK DIN.GRY.MSHD POT. CORN SEASON SAU.FRZ,138,9.92,5.13,8.66,454
BANQUET ORIG FRIED CHK THIGH.W/MASH POT & CORN IN SEASON SAU,170,13.35,9.59,8.67,226
BANQUET SLCED BF W/GRY. MASH POT. PEAS SEASON SAUC. FROZEN,88,6.46,8.8,2.96,255
BANQUET TKY & GRY W/DRESS .MSHD POT & PEA IN SEASON SAU.FRZ,99,10.87,5.93,3.49,262
BARBECUE LOAF.PORK.BEEF,173,6.4,15.84,8.9,28.35
BARLEY FLOUR OR MEAL,345,74.52,10.5,1.6,148
BARLEY MALT FLR,361,78.3,10.28,1.84,162
BARLEY.HULLED,354,73.48,12.48,2.3,184
BARLEY.PEARLED.COOKED,123,28.22,2.26,0.44,157
BARLEY.PEARLED.RAW,352,77.72,9.91,1.16,200
BASIL.FRESH,23,2.65,3.15,0.64,5.3
BASS.FRESHWATER.MXD SP.CKD.DRY HEAT,146,0,24.18,4.73,62
BASS.FRSH H2O.MXD SP.RAW,114,0,18.86,3.69,79
BASS.STRIPED.CKD.DRY HEAT,124,0,22.73,2.99,124
BASS.STRIPED.RAW,97,0,17.73,2.33,159
BEAN BEVERAGE,34,5.8,2.8,0,230
BEANS.ADZUKI.MATURE SD.CKD.BLD.W/SALT,128,24.77,7.52,0.1,230
BEANS.ADZUKI.MATURE SEEDS.CKD.BLD.WO/SALT,128,24.77,7.52,0.1,230
BEANS.ADZUKI.MATURE SEEDS.CND.SWTND,237,55.01,3.8,0.03,296
BEANS.ADZUKI.MATURE SEEDS.RAW,329,62.9,19.87,0.53,197
BEANS.ADZUKI.YOKAN.MATURE SEEDS,260,60.72,3.29,0.12,14
BEANS.BAKED.HOME PREPARED,155,21.63,5.54,5.15,253
BEANS.BKD.CND.PLN OR VEGETARIAN,94,21.14,4.75,0.37,254
BEANS.BKD.CND.W/BF,121,16.91,6.38,3.45,266
BEANS.BKD.CND.W/FRANKS,142,15.39,6.75,6.57,259
BEANS.BKD.CND.W/PORK,106,19.99,5.19,1.55,253
BEANS.BKD.CND.W/PORK&SWT SAU,112,21.12,5.29,1.44,253
BEANS.BKD.CND.W/PORK&TOMATO SAU,94,18.69,5.15,0.93,246.44
BEANS.BLACK TURTLE SOUP.MATURE SEEDS.CKD.BLD.W/SALT,130,24.35,8.18,0.35,185
BEANS.BLACK TURTLE SOUP.MATURE SEEDS.CKD.BLD.WO/SALT,130,24.35,8.18,0.35,185
BEANS.BLACK TURTLE SOUP.MATURE SEEDS.CND,91,16.56,06.03,0.29,240
BEANS.BLACK TURTLE SOUP.MATURE SEEDS.RAW,339,63.25,21.25,0.9,184
BEANS.BLACK.MATURE SEEDS.CKD.BLD.W/SALT,132,23.71,8.86,0.54,172
BEANS.BLACK.MATURE SEEDS.CKD.BLD.WO/SALT,132,23.71,8.86,0.54,172
BEANS.BLACK.MATURE SEEDS.RAW,341,62.36,21.6,1.42,194
BEANS.CHILI.BARBECUE.RANCH STYLE.CKD,97,16.9,5,1,253
BEANS.CRANBERRY (ROMAN).MATURE SEEDS.CKD.BLD.W/SALT,136,24.46,9.34,0.46,177
BEANS.CRANBERRY (ROMAN).MATURE SEEDS.CKD.BLD.WO/SALT,136,24.46,9.34,0.46,177
BEANS.CRANBERRY (ROMAN).MATURE SEEDS.CND,83,15.12,5.54,0.28,260
BEANS.CRANBERRY (ROMAN).MATURE SEEDS.RAW,335,60.05,23.03,1.23,195
BEANS.FAVA.IN POD.RAW,88,17.63,7.92,0.73,126
BEANS.FRENCH.MATURE SEEDS.CKD.BLD.W/SALT,129,24.02,07.05,0.76,177
BEANS.FRENCH.MATURE SEEDS.CKD.BLD.WO/SALT,129,24.02,07.05,0.76,177
BEANS.FRENCH.MATURE SEEDS.RAW,343,64.11,18.81,02.02,184
BEANS.GREAT NORTHERN.MATURE SEEDS.CKD.BLD.W/SALT,118,21.09,8.33,0.45,177
BEANS.GREAT NORTHERN.MATURE SEEDS.CKD.BLD.WO/SALT,118,21.09,8.33,0.45,177
BEANS.GREAT NORTHERN.MATURE SEEDS.CND,114,21.02,7.37,0.39,262
BEANS.GREAT NORTHERN.MATURE SEEDS.RAW,339,62.37,21.86,1.14,183
BEANS.KIDNEY.ALL TYPES.MATURE SEEDS.CKD.BLD.W/SALT,127,22.8,8.67,0.5,177
BEANS.KIDNEY.ALL TYPES.MATURE SEEDS.CKD.BLD.WO/SALT,127,22.8,8.67,0.5,177
BEANS.KIDNEY.ALL TYPES.MATURE SEEDS.CND,84,14.5,5.22,0.6,256
BEANS.KIDNEY.ALL TYPES.MATURE SEEDS.RAW,333,60.01,23.58,0.83,184
BEANS.KIDNEY.CALIFORNIA RED.MATURE SEEDS.CKD.BLD.W/SALT,124,22.41,9.13,0.09,177
BEANS.KIDNEY.CALIFORNIA RED.MATURE SEEDS.CKD.BLD.WO/SALT,124,22.41,9.13,0.09,177
BEANS.KIDNEY.CALIFORNIA RED.MATURE SEEDS.RAW,330,59.8,24.37,0.25,184
BEANS.KIDNEY.MATURE SEEDS.SPROUTED.RAW,29,4.1,4.2,0.5,184
BEANS.KIDNEY.RED.MATURE SEEDS.CKD.BLD.W/SALT,127,22.8,8.67,0.5,177
BEANS.KIDNEY.RED.MATURE SEEDS.CKD.BLD.WO/SALT,127,22.8,8.67,0.5,177
BEANS.KIDNEY.RED.MATURE SEEDS.CND,84,15.54,5.26,0.36,256
BEANS.KIDNEY.RED.MATURE SEEDS.RAW,337,61.29,22.53,01.06,184
BEANS.KIDNEY.ROYAL RED.MATURE SEEDS.CKD.BLD W/SALT,123,21.85,9.49,0.17,177
BEANS.KIDNEY.ROYAL RED.MATURE SEEDS.CKD.BLD.WO/SALT,123,21.85,9.49,0.17,177
BEANS.KIDNEY.ROYAL RED.MATURE SEEDS.RAW,329,58.33,25.33,0.45,184
BEANS.LIMA.IMMAT SEEDS.CND.REG PK.SOL&LIQUIDS,71,13.33,04.07,0.29,124
BEANS.LIQ FROM STWD KIDNEY BNS,47,2.8,1.8,3.2,240
BEANS.MUNG.MATURE SEEDS.SPROUTED.CND.DRND SOL,12,2.14,1.4,0.06,125
BEANS.NAVY.MATURE SEEDS.CKD.BLD.W/SALT,140,26.05,8.23,0.62,182
BEANS.NAVY.MATURE SEEDS.CKD.BLD.WO/SALT,140,26.05,8.23,0.62,182
BEANS.NAVY.MATURE SEEDS.CND,113,20.45,7.53,0.43,262
BEANS.NAVY.MATURE SEEDS.RAW,337,60.75,22.33,1.5,208
BEANS.NAVY.MATURE SEEDS.SPROUTED.RAW,67,13.05,6.15,0.7,104
BEANS.PINK.MATURE SEEDS.CKD.BLD.W/SALT,149,27.91,09.06,0.49,169
BEANS.PINK.MATURE SEEDS.CKD.BLD.WO/SALT,149,27.91,09.06,0.49,169
BEANS.PINK.MATURE SEEDS.RAW,343,64.19,20.96,1.13,210
BEANS.PINTO.IMMAT SEEDS.FRZ.CKD.BLD.DRND.W/SALT,162,30.88,9.31,0.48,284
BEANS.PINTO.IMMAT SEEDS.FRZ.CKD.BLD.DRND.WO/SALT,162,30.88,9.31,0.48,284
BEANS.PINTO.IMMAT SEEDS.FRZ.UNPREP,170,32.5,9.8,0.5,284
BEANS.PINTO.MATURE SEEDS.CKD.BLD.W/SALT,143,26.22,09.01,0.65,171
BEANS.PINTO.MATURE SEEDS.CKD.BLD.WO/SALT,143,26.22,09.01,0.65,171
BEANS.PINTO.MATURE SEEDS.CND,86,15.25,4.86,0.81,240
BEANS.PINTO.MATURE SEEDS.RAW,347,62.55,21.42,1.23,193
BEANS.SHELLIE.CND.SOL & LIQUIDS,30,6.19,1.76,0.19,245
BEANS.SML WHITE.MATURE SEEDS.CKD.BLD.W/SALT,142,25.81,8.97,0.64,179
BEANS.SML WHITE.MATURE SEEDS.CKD.BLD.WO/SALT,142,25.81,8.97,0.64,179
BEANS.SML WHITE.MATURE SEEDS.RAW,336,62.25,21.11,1.18,215
BEANS.SNAP.CND.ALL STYLES.SEASONED.SOL&LIQUIDS,16,3.49,0.83,0.2,114
BEANS.SNAP.GREEN.RAW,31,7.13,1.82,0.12,110
BEANS.SNAP.GRN VAR.CND.REG PK.SOL&LIQUIDS,15,3.5,0.8,0.1,120
BEANS.SNAP.GRN.CKD.BLD.DRND.W/SALT,35,7.88,1.89,0.28,125
BEANS.SNAP.GRN.CKD.BLD.DRND.WO/SALT,35,7.88,1.89,0.28,125
BEANS.SNAP.GRN.CND.NO SALT.DRND SOL,20,4.5,1.15,0.1,135
BEANS.SNAP.GRN.CND.NO SALT.SOL&LIQUIDS,15,3.5,0.8,0.1,120
BEANS.SNAP.GRN.CND.REG PK.DRND SOL,23,4.41,1.18,0.11,156
BEANS.SNAP.GRN.FRZ.ALL STYLES.MICROWAVED,40,6.98,1.98,0.41,111.01
BEANS.SNAP.GRN.FRZ.ALL STYLES.UNPREP,39,7.54,1.79,0.21,121.02
BEANS.SNAP.GRN.FRZ.CKD.BLD.DRND WO/SALT,28,6.45,1.49,0.17,135
BEANS.SNAP.GRN.FRZ.CKD.BLD.DRND.W/SALT,26,5.86,1.49,0.17,135
BEANS.SNAP.YEL.CKD.BLD.DRND.W/SALT,35,7.88,1.89,0.28,125
BEANS.SNAP.YEL.CKD.BLD.DRND.WO/SALT,35,7.88,1.89,0.28,125
BEANS.SNAP.YEL.CND.NO SALT.DRND SOL,20,4.5,1.15,0.1,68
BEANS.SNAP.YEL.CND.NO SALT.SOL&LIQUIDS,15,3.5,0.8,0.1,120
BEANS.SNAP.YEL.CND.REG PK.DRND SOL,20,4.5,1.15,0.1,135
BEANS.SNAP.YEL.CND.REG PK.SOL&LIQUIDS,15,3.5,0.8,0.1,120
BEANS.SNAP.YEL.FRZ.ALL STYLES.UNPREP,33,7.57,1.8,0.21,124
BEANS.SNAP.YEL.FRZ.CKD.BLD.DRND.W/SALT,26,5.86,1.49,0.17,135
BEANS.SNAP.YEL.FRZ.CKD.BLD.DRND.WO/SALT,28,6.45,1.49,0.17,135
BEANS.SNAP.YELLOW.RAW,31,7.14,1.82,0.12,110
BEANS.WHITE.MATURE SEEDS.CKD.BLD.W/ SALT,139,25.09,9.73,0.35,179
BEANS.WHITE.MATURE SEEDS.CKD.BLD.WO/SALT,139,25.09,9.73,0.35,179
BEANS.WHITE.MATURE SEEDS.CND,114,21.2,7.26,0.29,262
BEANS.WHITE.MATURE SEEDS.RAW,333,60.27,23.36,0.85,202
BEANS.WINGED.MATURE SEEDS.CKD.BLD.WO/SALT,147,14.94,10.62,5.84,172
BEANS.YEL.MATURE SEEDS.CKD.BLD.W/SALT,144,25.27,9.16,01.08,177
BEANS.YEL.MATURE SEEDS.CKD.BLD.WO/SALT,144,25.27,9.16,01.08,177
BEANS.YEL.MATURE SEEDS.RAW,345,60.7,22,2.6,196
BEECHNUTS.DRIED,576,33.5,6.2,50,28.35
BEEF BROTH&TOMATO JUC.CND,37,8.5,0.6,0.1,30.5
BEEF JERKY.CHOPD&FORMED,410,11,33.2,25.6,28.35
BEEF POT PIE.FRZ ENTREE.PREP,220,22.05,7.25,11.39,268
BEEF STEW.CANNED ENTREE,95,6.77,4.94,5.38,232
BEEF. VAR MEATS&BY-PRODUCTS. LIVER. CKD. PAN-FRIED,175,5.16,26.52,4.68,81.5
BEEF.BOLOGNA.RED NA,313,2,11.7,28.4,138
"BEEF.BRISKET.FLAT HALF.LN & FAT.0"" FAT.SEL.CKD.BRSD",205,0,33.59,6.77,247.04
"BEEF.BRISKET.FLAT HALF.LN & FAT.1/8"" FAT.CHOIC.CKD.BRSD",298,0,28.66,19.47,408.81
"BEEF.BRISKET.FLAT HALF.LN & FAT.1/8"" FAT.CHOIC.RAW",278,0.12,18.12,22.15,433.82
"BEEF.BRISKET.FLAT HALF.LN & FAT.1/8"" FAT.SEL.RAW",276,0,17.77,22.21,470.31
"BEEF.BRISKET.FLAT HALF.LN&FAT.0""FAT.ALL GRDS.CKD.BRSD",213,0,32.9,08.01,269.83
"BEEF.BRISKET.FLAT HALF.LN&FAT.1/8""FAT.ALL GRDS.CKD.BRSD",289,0,28.82,18.42,379.65
"BEEF.BRISKET.FLAT HALF.LN&FAT.1/8""FAT.ALL GRDS.RAW",277,0,17.94,22.18,452.07
"BEEF.BRISKET.FLAT HALF.LN.0""FAT.ALL GRDS.CKD.BRSD",205,0,33.26,6.99,269.83
"BEEF.BRISKET.FLAT HALF.LN.1/8"" FAT.ALL GRDS.CKD.BRSD",196,0,33.15,6,28.35
"BEEF.BRISKET.FLAT HALF.LN.1/8"" FAT.ALL GRDS.RAW",127,0,21.57,3.84,28.35
"BEEF.BRISKET.FLAT HALF.LN.1/8"" FAT.CHOIC.CKD.BRSD",203,0,33.13,6.79,28.35
"BEEF.BRISKET.FLAT HALF.LN.1/8"" FAT.CHOIC.RAW",129,0,21.69,04.06,28.35
"BEEF.BRISKET.FLAT HALF.LN.1/8"" FAT.SEL.CKD.BRSD",189,0,33.18,5.21,28.35
"BEEF.BRISKET.FLAT HALF.LN.1/8"" FAT.SEL.RAW",124,0,21.45,3.61,28.35
"BEEF.BRISKET.POINT HALF.LN&FAT.0""FAT.ALL GRDS.CKD.BRSD",358,0,23.53,28.5,314
"BEEF.BRISKET.POINT HALF.LN&FAT.1/8""FAT.ALL GRDS.CKD.BRSD",349,0,24.4,27.17,332
"BEEF.BRISKET.POINT HALF.LN&FAT.1/8""FAT.ALL GRDS.RAW",265,0,17.65,20.98,28.35
"BEEF.BRISKET.POINT HALF.LN.0""FAT.ALL GRDS.CKD.BRSD",244,0,28.05,13.8,232
"BEEF.BRISKET.WHL.LN&FAT.0""FAT.ALL GRDS.CKD.BRSD",291,0,26.79,19.52,314
"BEEF.BRISKET.WHL.LN&FAT.1/8""FAT.ALL GRDS.CKD.BRSD",331,0,25.85,24.5,329
"BEEF.BRISKET.WHL.LN&FAT.1/8""FAT.ALL GRDS.RAW",251,0,18.42,19.06,28.35
"BEEF.BRISKET.WHL.LN.0""FAT.ALL GRDS.CKD.BRSD",218,0,29.75,10.08,264
BEEF.BRISKET.WHL.LN.ALL GRDS.RAW,155,0,20.72,7.37,28.35
"BEEF.BTTM SIRLOIN.TRI-TIP RST.LN & FAT.0"" FAT.CHOIC.CKD.RSTD",221,0,25.66,12.36,590.7
"BEEF.BTTM SIRLOIN.TRI-TIP RST.LN & FAT.0"" FAT.SEL.CKD.RSTD",201,0,26.44,9.78,547.32
"BEEF.BTTM SIRLOIN.TRI-TIP STEAK.LN.0"" FAT.ALL GRDS.CKD.BRLD",250,0,30.68,13.16,85
"BEEF.BTTM SIRLOIN.TRI-TIP.LN.0"" FAT.ALL GRDS.RAW",142,0,21.26,5.63,261.12
"BEEF.BTTM SIRLOIN.TRI-TIP.LN.0"" FAT.CHOIC.CKD.RSTD",193,0,26.34,9.73,590.7
"BEEF.BTTM SIRLOIN.TRI-TIP.LN.0"" FAT.CHOIC.RAW",154,0,21.17,07.06,270.86
"BEEF.BTTM SIRLOIN.TRI-TIP.LN.0"" FAT.SEL.CKD.RSTD",179,0,27.17,6.95,547.32
"BEEF.BTTM SIRLOIN.TRI-TIP.LN.0"" FAT.SEL.RAW",129,0,21.34,4.21,252.35
BEEF.CARCASS.LN&FAT.CHOIC.RAW,291,0,17.32,24.05,28.35
BEEF.CARCASS.LN&FAT.SEL.RAW,278,0,17.48,22.55,28.35
"BEEF.CHCK.MCK TENDER STK.LN & FAT.0"" FAT.USDA CHOIC.CKD.BRLD",161,0,25.73,5.72,85
"BEEF.CHUCK.ARM POT RST.LN & FAT.0"" FAT.SEL.CKD.BRSD",283,0,29.23,17.56,1235.95
